index,Tahun,Comments,preprocessed
259,2020,Itu mau nantangi siapa ya.serasa di plototin,nantangi yaserasa plototin
260,2020,aseekkk keren bgtt ❤️,aseek keren banget hati merah
261,2020,bang   pliiss buka dm sya😭🙏,bang pliis buka dm wajah menang keras lipat tangan
262,2020,Semangat kak willy,semangat kak willy
263,2020,Keren ka❤️❤️,keren kak hati merah hati merah
264,2020,Bales DM aku ka plis 😢 ,balas dm kak plis wajah menang
265,2020,  jangan lupa untuk senyum hari ini 👌,lupa senyum oke
266,2020,Hoodie nya beli dmna bang,hoodie nya beli mana bang
267,2020,Liat dm akuu dongg,lihat dm
268,2020,Hallo kak willy.. aku tak pernah lelah coment trs ni 😂,halo kak willy lelah komentar nih wajah gembira urai air mata
269,2020,semangat ya kk,semangat ya
270,2020,semangat terus berbaginya kakaa😍😍,semangat bagi kakak wajah senyum lebar mata hati wajah senyum lebar mata hati
271,2020,   semoga bisa baca DM aku 😔🙏,moga baca dm wajah renung lipat tangan
272,2020,Gemoyyyy ❤️❤️,gemoy hati merah hati merah
273,2020,kak cek dm,kak cek dm
274,2020,Gemes bnget sm hoodienya warna warni bgituu😍,gemas banget hoodienya warna warni wajah senyum lebar mata hati
275,2020,Postingan nya bareng ultah ku😂,postingan nya bareng ultah ku wajah gembira urai air mata
276,2020,   kak bales dm dong,kak balas dm
277,2020,Ganteng kek gini sumpah 🥺 ,ganteng kayak sumpah wajah memelas
278,2020,"Ko cek dm ya,sy ada kirim foto penting😭😭😭😭",cek dm ya kirim foto wajah menang keras wajah menang keras wajah menang keras wajah menang keras
279,2020,hai ka,hai kak
280,2020,Ganteng bgt jodoh orang :'),ganteng banget jodoh orang
281,2020,yaampunn dmgenyaaa,yaampun dmgenya
282,2020,Gilasii yg ini gtg bgtt😍,gilas gtg banget wajah senyum lebar mata hati
283,2020,Sehat slalu ka😊,sehat kak wajah senyum dengan mata bahagia
284,2020,Gumuss bnget😍,gumus banget wajah senyum lebar mata hati
285,2020,"bagus rambut ginii, tp lucuann kiting kitinggg",bagus rambut lucu kiting kiting
286,2020,Sht selalu kak,sht kak
287,2020,Yaudah semoga d baca notice dr aku,yaudah moga baca notice
288,2020,Ngeliatin apa sihhh kamuuu?,lihat sih
289,2020,Tidak melihat ada yang burik:v,burik v
290,2020,Ka follback donk,kak follback
291,2020,pengen di polbek jadi nya sama hyungg!!!,pengin polbek nya hyung
292,2020,sambil ngeliat masa depan ye?😂😂😂*canda,ye wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata canda
293,2020,Kren bad gla,keren bad gla
294,2020, ._ otwww ang jadi pamud, otw ang pamud
295,2020,  🤠🤠,wajah koboi wajah koboi
296,2020,papa muda anjay,papa muda anjay
297,2020,  wadawww adekku🔥🔥,wadaw adekku api api
298,2020,Tidak melihat adanya tanda-tanda keburikan👀,tandatanda burik dua mata
299,2020,  ya sis 🤙,ya sis panggil saya
300,2020, .iem wadidawwww wkakwka,iem wadidaw wkakwka
301,2020,  kamsahamnidaaa minn,kamsahamnida min
302,2020,Eboy ya bro,eboy ya bro
303,2020,Manspread baaanggg 🤣,manspread baang tertawa terbahakbahak
304,2020,🔥🔥🔥hot hot 🔥🔥🔥,api api api hot hot api api api
305,2020,  makasih NatooooOooOoOOOooo,terima kasih nato
306,2020,  terbangg makasih FF sis wkwkwkwk🔥🔥🔥,terbang terima kasih f sis wkwkwkwk api api api
307,2020,Ampunn koko willieeee🔥,ampun koko willie api
308,2020,kyk oppa korea 🔥🔥,kayak oppa korea api api
309,2020,Gamau beli kimbap,beli kimbap
310,2020,  yuk sabtu om,yuk sabtu om
311,2020,  ☕☕🎺🎺,minum hangat minum hangat trompet trompet
312,2020,  rambut warna warni bagai gulal,rambut warna warni gulal
313,2020,  maaci ci sam 😳😳,maaci ci wajah sipu wajah sipu
314,2020,kpan ni jdnya,nih jdnya
315,2020,  nanti liat di bakso smak 4,lihat bakso smak
316,2020,  wah dicomment koko hits prasmul,dicomment koko hits prasmul
317,2020,  pake keju kraft 🤠🤠🤠,pakai keju kraft wajah koboi wajah koboi wajah koboi
318,2020,gelaaa yg fotoin cantik bet😍😍,gela foto cantik banget wajah senyum lebar mata hati wajah senyum lebar mata hati
319,2020,Koko hawtie💕😍,koko hawtie dua hati wajah senyum lebar mata hati
320,2020,  macama 😅😅,macama wajah senyum lebar dan keringat wajah senyum lebar dan keringat
321,2020,Cute hoodie,cute hoodie
322,2020,  km kali ko 🤡🤡,kali badut badut
323,2020,Kayak pernah liat 😜,kayak lihat wajah julur lidah dan kedip mata
324,2020,  thank u 🤡🤡,thank lu badut badut
325,2020,  willie in the skyyy,willie the sky
326,2020,  hits an ko webi 🔥🔥,hits an webi api api
327,2020,Asiappp sultan bangka🔥,asiap sultan bangka api
328,2020,nastar keju🤚🏻😔,nastar keju angkat tangan warna kulit cerah wajah renung
329,2020,Makasii” 😌✌🏻,terima kasih wajah lega isyarat menang warna kulit cerah
330,2020,Jangan liatin aku bgitu dong qoqoh😣😂🔥,lihat qoqoh wajah tidak tuju wajah gembira urai air mata api
331,2020,U r 2 WKKWWK,lu r wkkwwk
332,2020,iiii dikasih capt bagus gadipakee,i kasih capt bagus gadipake
333,2020,Koko hitz🙏🙏🙏,koko hitz lipat tangan lipat tangan lipat tangan
334,2020,aaa abs nya,a habis nya
335,2020,Ka Willie dulunya ber otot 😮,kak willie dulunya ber otot wajah dengan mulut buka
336,2020,Kalem. Ganteng. Cakep. Andai bisa liat Oppa Willie langsung. Basket. Akhhhh cool boy,kalem ganteng cakep andai lihat oppa willie langsung basket akh cool boy
337,2020,Coooll bangettt😎😎😎,cool banget wajah kacamata hitam wajah kacamata hitam wajah kacamata hitam
338,2020,Kak nomor wa nya berapa semoga dibaca aminn dan lebih sukses lagi,kak nomor wa nya moga baca amin sukses
339,2020,Kita mempermainkan permainan,main main
340,2020,Banyak handsome will dulu 😂,handsome wil wajah gembira urai air mata
341,2020,Dulu bg Wily workout ya,bang wily workout ya
342,2020,Bismillah semoga dapet iPhone atau hp baru juga serah ko   aja ❤️,bismillah moga iphone hp serah hati merah
343,2020,Beda bgt njirr,beda banget anjir
344,2020,  berani bagi bagi takjil nggak,berani takjil
345,2020,Lumayan roti sobek,lumayan roti sobek
346,2020,Perutnya woyyy🔥🔥🔥,perut woy api api api
347,2020,  👏,tepuk tangan
348,2020,Gila Willi dulu Badas banget 😭😭,gila willi badas banget wajah menang keras wajah menang keras
349,2020,Sehat selalu kak,sehat kak
350,2020,Sehat selalu ya kak willy..solo hadir,sehat ya kak willy solo hadir
351,2020,🔥🔥sispacckkk nya itu lohh 😍😍😍 moga miswa aku jg sispack lg kek gituu.😂 bikin gemes. Klo sispack enak di liat apalagi di sentuh bikin gk bisa jauh jauh 🤣🤣 tpi jngn kelebihan sispack ny Ngeri liat ny bkn suka lg ntar,api api sispacck nya loh wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati moga miswa sispack kayak begitu wajah gembira urai air mata bikin gemas kalo sispack enak lihat sentuh bikin tertawa terbahakbahak tertawa terbahakbahak lebih sispack nya ngeri lihat nya suka entar
352,2020,  never give up kak ✊,never give up kak tangan kepal ke atas
353,2020,Njay sixpack,anjay sixpack
354,2020,Msih ttep ganteng😂👏,ganteng wajah gembira urai air mata tepuk tangan
355,2020,Dulunya sixpack njay🔥,dulunya sixpack anjay api
356,2020,Astagfirullah ganteng🙂💗,astagfirullah ganteng wajah agak senyum hati besar
357,2020,Lakik bnget kya gini,laki banget kaya
358,2020,"Slide terakhir, OMAGAAA🙌",slide omaga angkat tangan
359,2020,Bismillah di baca DMku,bismillah baca dmku
360,2020,Ganteng kayak gini bang👍,ganteng kayak bang jempol ke atas
361,2020,"  ,ternyata gini dulu badan ka wilie",badan kak wilie
362,2020,Ganteng bang,ganteng bang
363,2020,Berdamage badan nya yg dlu bg wkwk,berdamage badan nya bang wkwk
364,2020,"Bissmillah abangnya ganteng, bissmillah iPhone",bissmillah abang ganteng bissmillah iphone
365,2020,  kak baca DM aku plis🙏🥺,kak baca dm plis lipat tangan wajah memelas
366,2020,Ka willie respon dm man saya😢,kak willie respon dm man wajah menang
367,2020,Ka willie anak basket juga?,kak willie anak basket
368,2020,Semoga kak Wili ngelirik,moga kak wili ngelirik
369,2020,baca dm aku,baca dm
370,2020,Koko   Baguuuss banyak ngeluarin Keringat 👏👍 Bismillah Ya Allah...Mudah2an Aku dapat THR dari Koko Willie..Aamiin YRA 🤲🙏,koko bagus keluar keringat tepuk tangan jempol ke atas bismillah ya allah mudahmudahan thr koko willie amin yra tangan angkat dan rapat sama lipat tangan
371,2020,Amin handphon,amin handphon
372,2020,Haloo kak willy yang ganteng ❤️,halo kak willy ganteng hati merah
373,2020,Kaa notif donk. Pgen hp. Udh mulai eror. Tdk juga sodara kena hipnotis. Hp nya ilang,kak notif pengin hp eror sodara kena hipnotis hp nya hilang
374,2020,Astaga yg Allah,astaga allah
375,2020,Lah ganteng ini sumpah👏,ganteng sumpah tepuk tangan
376,2020,cek Dm kak:((😢,cek dm kak wajah menang
377,2020,Àaaaaaaaaaaa GATENGG,a gateng
378,2020,"UDAH FOLLOW IG,TIKTOK,YOUTUBE DAH DI SUBS MALAH UDH DI NOTICE TAPI DM GA DI RESPON:( AKU DI PRANK GA SIH KO:(",follow ig tiktok youtube deh subs notice dm respon prank sih
379,2020,ya ampunn perut nyaa😳🖤,ya ampun perut nya wajah sipu hati hitam
380,2020,gadibaca nih orang baik😀,gadibaca nih orang wajah gembira
381,2020,slide terakhir 😭bener kak willie kah?,slide wajah menang keras kak willie kah
382,2020,Cek dm ku,cek dm ku
383,2020,Sehat terus orang baik❤️,sehat orang hati merah
384,2020,Anda menyalai kodrat .. Balenciaga Di tekuk gitu 😢,salai kodrat balenciaga tekuk wajah menang
385,2020,ada yng kotak" tapi bukan nasi kotak😳,kotak nasi kotak wajah sipu
386,2020,ko will kalo bs cek dm ya 🙏🏻🥺,wil kalo cek dm ya lipat tangan warna kulit cerah wajah memelas
387,2020,Wihhh ABS ny ❤️❤️,wih habis nya hati merah hati merah
388,2020,Semangat olahraganya kak,semangat olahraga kak
389,2020,BISMILAH CEK DM DONG,bismilah cek dm
390,2020,Gilaa ganteng banget 😍🤩,gila ganteng banget wajah senyum lebar mata hati wajah dengan mata bentuk bintang
391,2020,gilirann muyy hari ini bismillah,gilir muy bismillah
392,2020,Semoga kaka liat dm aku😢,moga kakak lihat dm wajah menang
393,2020,cakepp bgtt,cakep banget
394,2020,Cek DM ya ko,cek dm ya
395,2020,gntng bngttt><,gntng banget
396,2020,Masya Alloh kka onlenku ganteng banget...sehatbselalu yg kka,masya allah kakak onlenku ganteng banget sehatbselalu kakak
397,2020,"Karna cuma butuh itu, pertama takut kena tilang, kedua takut jatuh terus bocor kepala",butuh takut kena tilang takut jatuh bocor kepala
398,2020,sispack nya bang,sispack nya bang
399,2020,ayo kak main basket bareng😆,ayo kak main basket bareng wajah senyum lebar dan mejam mata
400,2020,🌈ill try,pelangi il try
401,2020,Aduhhhh salfok akutyyyy😍,aduh salah fokus akuty wajah senyum lebar mata hati
402,2020,Salfok sama perutnya ko 🤭,salah fokus perut wajah dengan tangan tutup mulut
403,2020,Udah sukskreb bang,sukskreb bang
404,2020,  bg mau hp dong buat usaha amin,bang hp usaha amin
405,2020,Aku tidak pandai meminta..hanya berharap smoga tuhan menitipkan rezeki ku dan kluargaku lewat tangan mu bro ...,pandai harap moga tuhan titip rezeki ku kluargaku tangan mu bro
406,2020,"Keren bang , ngga ada yg gamungkin selagi doa dan udaha nya seimbang🫡 #sehatsehatbangwillie",keren bang gamungkin selagi doa udaha nya imbang
407,2020,Will...maukah kau jadi ownerku ?,wil mau kau ownerku
408,2020,  bismillahirrahmanirrahim 11 iPhone,bismillahirrahmanirrahim iphone
409,2020,Ka willi tolong dong ka siapa tau bisa pulang kampung bisr bisa kumpul bareng keluarga yg ada di kampung🙏🙏,kak willi tolong kak tau pulang kampung bisr kumpul bareng keluarga kampung lipat tangan lipat tangan
410,2020,Thr dong kak   buat lebaran dong😍tolong bantuin pingin tau dapet THR dari kak  ,thr kak lebaran wajah senyum lebar mata hati tolong bantuin pengin tau thr kak
411,2020,"Plis ko, kali ini aja bantuin😢",plis kali bantuin wajah menang
412,2020,Kak    berani nggak main kelombok,kak berani main lombok
413,2020,Bagus pemandanganya,bagus pemandanganya
414,2020,kak bantu lunasin cicilan kuliah aku dong 🥹🙏🏻,kak bantu lunasin cicil kuliah lipat tangan warna kulit cerah
415,2020,Maen dong ciduk orang Jakarta hehehe,main ciduk orang jakarta hehehe
416,2020,Rejeki udh di atur😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢moga dpt rejeki dh dari kk wili ni😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢,rejeki atur wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang moga rejeki dah wili nih wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang wajah menang
417,2020,"Semangat bang   ., udah ngikutin dari fb.ig.yuu tube , snack fideo bismillah keciduk dapat iphone iku mesin capit manusia pokoknya dapet rejeki ...",semangat bang ikut fbigyuk tube snack fideo bismillah ciduk iphone iku mesin capit manusia pokok rejeki
418,2020,anjayy kecee bett😂,anjay kece banget wajah gembira urai air mata
419,2020,Smoga dpt rejeki dari kak willy...solo hadir,moga rejeki kak willy solo hadir
420,2020,Ka Wily aku mau main mesin capit dong,kak wily main mesin capit
421,2020,Bg   baca dm aku dong,bang baca dm
422,2020,  semangat ya kak 👌,semangat ya kak oke
423,2020,  😂😂,wajah gembira urai air mata wajah gembira urai air mata
424,2020,"Sorry I can't comment anything, it's important that Willie is always healthy and his family",sorry i ca nt comment anything itusi important that willie is always healthy and his family
425,2020,Buah semangka buah kedondong kak Willie baik ajak borong indomart dongg   😍,buah semangka buah kedondong kak willie ajak borong indomart wajah senyum lebar mata hati
426,2020,Halo kak    baca dm aku dong kak🥺🙏,halo kak baca dm kak wajah memelas lipat tangan
427,2020,Kak willie  ,kak willie
428,2020,Ko baca DM ku dong please,baca dm ku please
429,2020,Koko balas dm aku dong,koko balas dm
430,2020,Semoga kak Willie liat ini,moga kak willie lihat
431,2020,Halo bang,halo bang
432,2020,Ko wilie cek dm aku ya;)  ,wilie cek dm ya
433,2020,Kak cek dm aku dong,kak cek dm
434,2020,Semoga DM ku dibaca kaka,moga dm ku baca kakak
435,2020,Haloo kak willy semoga sehat selalu,halo kak willy moga sehat
436,2020,Kaa baca donk pliss.... 😢,kak baca plis wajah menang
437,2020,Kak wiliee plisss Baca dm sayaa😭😭,kak wilie plis baca dm wajah menang keras wajah menang keras
438,2020,Ganteng poll,ganteng pol
439,2020,Baca DM aku kak ☺️,baca dm kak wajah senyum
440,2020,"Sama sperti yg lainnya, semoga dibaca dm sy🙃🙃",moga baca dm wajah balik wajah balik
441,2020,Bismillah hp bekas kak willi,bismillah hp bekas kak willi
442,2020,Assalamualaikum warahmatullahi wabarokatuhhh kk👏 semoga DM aku dibaca,assalamualaikum warahmatullahi wabarokatuh tepuk tangan moga dm baca
443,2020,Ikutan donggg ❤️❤️,ikut hati merah hati merah
444,2020,Pengin dpt Thr online (duit) salah satu di antara kalian     ,pengin thr online duit salah
445,2020,Semoga dm nya dibaca sama kak nya,moga dm nya baca kak nya
446,2020,Ganteng gaada obat🔥,ganteng obat api
447,2020,"Buat belajar,,😢",ajar wajah menang
448,2020,"Bismillah, hp iPhone 11, penyimpanan hp aku udah penuh ka",bismillah hp iphone simpan hp penuh kak
449,2020,Dm pasti tenggelam sih fix:(,dm tenggelam sih fix
450,2020,semoga dm dibaca ya kak,moga dm baca ya kak
451,2020,Bismillahirrahmanirrahim semoga di baca ya Allah aminnn❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,bismillahirrahmanirrahim moga baca ya allah amin hati merah hati merah hati merah hati merah hati merah hati merah hati merah hati merah hati merah hati merah hati merah
452,2020,Ka bls dm aku dong😢,kak balas dm wajah menang
453,2020,Kaka bls dm 👏👏👏,kakak balas dm tepuk tangan tepuk tangan tepuk tangan
454,2020,Kak blas dm ku dong:(,kak blas dm ku
455,2020,"Bismillah saldo shopeepay 250k buat beli pampers, susu dll🙌",bismillah saldo shopeepay k beli pampers susu angkat tangan
456,2020,Bismillah spam komen dapet apa nih ?,bismillah spam komen nih
457,2020,hai kak willie,hai kak willie
458,2020,Masya Alloh pemandangan sama orangnya sama" bagus dan keren...sehat selalu ya ka,masya allah pandang orang bagus keren sehat ya kak
