Tahun,Comments
2024,Hype girl collection sama baju anakku terharu??
2024,Baju2 dari libby tuh enak2 bgt pkkx. Anakku suka kupakein libby tp krna harganya agak menengah keatas jd ga semua kupake libby nya ??
2024,"Kak mau nyaranin klo masih kecil jgan di bawa jalan"", jauh dlu"
2024,kliling komplek perumahan kl aku??
2024,Sophia baru nongol ke bumi udah bisa keliling dunia?? gua hanya sebatas whistlist??
2024,Buat 1x pake itu ??
2024,Bajunya sopia sekali pake langsung buang??
2024,Tinggal satu tempat yang pasti tidak di kunjungi..
2024,"Kak @siscakohl baju sophia yg gak kepake krim dong ke aku , mau punya baby girl pasti"
2024,"Mau donk baju bayi ny kak, semoga rezeki calon beby boy aku aamiin????"
2024,Baju aja bersertivikat anjay
2024,"@mos.pianist emang endorse, dan makin halus, ngobrol2 dulu mrk ramean ????"
2024,Masya Allah baju nya cantik" ka..
2024,Libby punya bayiku udh kekecilan aja ??
2024,Aku mau ka baju ank" ku buat 2 cewek terimakasih @siscakohl @daviid___dani
2024,Bismilah dapat thr sama kak sisca kol buat jualan cincin ami
2024,Sophia keliling dunia aku keliling rumah
2024,Lucu banget. . . Sofia masih bayi sudah keliling dunia??
2024,Aku malah di rumah aja??????
2024,Sopia keliling dunia lah aku bolak balik teras rumah aja ??
2024,bismilah semoga sya bisa dikasih hp sma ka sisca untuk ibu sya dan suami sya narik ?? lancar rejekinya org baik @siscakohl
2024,"Sophia ud mau keliling dunia, gw masih di kelilingi kerjaan"
2024,keren banget
2024,@fitriyah.n.k makk??????
2024,Gak terasa sisca sudah jadi emak emak
2024,"@raasyidaf_ endor,,"
2024,Aku keliling kota aja susah
2024,Liburan keliling taman anak gua mh sis??
2024,"Kak mau dong baju nya Sophia yg udh tdk terpakai ,kebetulan anak aku cewe, Febuari mau lahiran tapi belum bisa beli apa"" kak"
2024,@fitriyah.n.k anaku ajak keliling rumah udah seneng
2024,Keliling Jakarta aja gua gapernah anjir
2024,@puri_gwsm olahraga ??
2024,Lucu2 ya.. tpi alangkah baik nya baju bayi jangan banyak2 soalnya gak kepake lama ????
2024,Sophia masih kecil paspornya udah full ??
2024,"Sopia keliling dunia,,aku keliling rumah"
2024,"Anakku juga cewek sis, lungsuran sopia gapapa kirim ke yang membutuhkan contohnya aku gitu??"
2024,Baju bayikkk SNI ??
2024,Dia bayi udah bisa keliling dunia lah aku keliling rumah??
2024,Ayok kita kembaraannn??
2024,Dia cuma endors doang kalo pake baju nya ga yg itu??
2024,@haniallsssss ??????
2024,"Kak kalo udah bosen sama baju nya boleh buat aku aja ya,"
2024,Ahhh gemoy2 baju nya ????
2024,Sophia umur 1 bulanan udh keliling dunia aku umur segitu cuma keliling komplek ??
2024,"Mereka keliling dunia, gua keliling rumah"
2024,Keliling pasar aj
2024,@lidia_pramita ??
2024,Sophia aku kanngen video kamuuuu?? kok dh ga nonngol lagiii
2024,@putriwindiaulia ?? keep strong ya bund
2024,@raasyidaf_ blm punya anak ya makanya ga ngerti ini konten apa
2024,Ka tdi pgi sy dpt meseger dri admin kk kt nya sy dpt give way bener ga ka?? Sy d suruh transfer duit dlu
2024,Sofia sus ikut dong sofiaaa
2024,@fitriyah.n.k ngepett??
2024,"Baju sofia bersertifikat, baju aju ada merek nya di belakang leher berasa gatel dan pengen ngopotin wkwkw beda emang sofia mah bukan kaleng kaleng pokonya??"
2024,"Anakku jugak...???? rute dari kamar, depan tipi, dapur, ruang tamu, balek lagi dapur, singgah kamar mandi, ke teras, menuju kamar lagi ????????"
2024,"@atin2955 keliling dunia udah biasa, keliling akhirat baru luar biasa ??"
2024,Akhirnya ada barangku yg sama ama siscaa???? anaku pake libby ya biarpun keitung jari yg merk ini wkwk
2024,Sophia: semua aku dirayakan ??
2024,Aku yg udah emak anak 2 cuma bisa keliling rumah aja ??
2024,Mau dong baju nya buat baby ku
2024,Mbak nek wes ra kanggo tak pekke wae.
2024,Sophia keliling dunia gua keliling rmh-_
2024,Shopia bayi udah keliling dunia aku udah umur segini keliling rumah aja setiap hari
2024,Iya kak ayo kita kembaran ??
2024,Sofea umur segitu udah keliling dunia aku umur 20 masih keliling rumah ??
2024,Baru tau baju ada SNI nya??
2024,@teteh_farah kalau aku laundry kak
2024,Aku tiap hari keliling lapangan bola????
2024,sophia keliling dunia gw keliling bermuda awokwokwok
2024,gumon
2024,"Sophia keliling dunia , aku kepala nya yg muter keliling ??"
2024,"Jangan dulu keliling dunia harusnya ,soalnya pas gede pasti lupa"
2024,Siska: ayok kita kembaran
2024,Sophia keliling dunia ?
2024,Coba aja klo ngg d pake lagi d hibahkan????
2024,@ukariahsapriati_ sekali nya muncul keliling dunia nii.. Emg kita keliling mangun jayee wkwkwk
2024,Keliling dunia??
2024,@teteh_farah ada mesin cuci kek nyy
2024,Lucuu??
2024,Aku keliling komplek aja mikir 2x
2024,Ayo kita kembaran?? gada uang
2024,Sophia keliling dunia lah gua cuman rebahan dikasur ????
2024,"Sophia keliling dunia , aku keliling rumah sambil gendong anak ??"
2024,ada offline store nya gak ya ? @libbybaby
2024,"@desyeka_s  org kaya beli dong bjunya,nahan amat"
2024,"Sayang bgt pdhl baby nya blm ngertiii jauh2han jg, tp kn ini sisca yakk duitnya bnyk wkwk"
2024,Akhirnya ada yg bisa samaan kaya sisca baju anaku jg libby yg harganya gak mahal2 bgt buat aku ??????
2024,Semoga rezki anak ku yha buat beli yg kayak ngitu
2024,Cantik bgt ka siska ??????
2024,Magic Stroller nya cantik banget
2024,@nopiaaaa__
2024,"Hi @siscakohl , we are archsign provide interior dan exterior design. If you need consultation its free. Thank you ??"
2024,ini mau jalan² apa review stroller ????
2024,Sekali Gus beli stoler 4 baru juga anak 1
2024,Boleh lah kalo di kasih 1 ????
2024,Malah mikirin ini yg bayar ke siska berapa???????
2024,@sugarbaby.co.id kepengen juga buat anak gemoy ku umur 5th 33kg????
2024,Sis @siscakohl stroller yg paling murah yg mana? Giveaway 1 ke aku sini ??
2024,Aku lebih suka yang tahun lalu sama sodaranya lebih asik yang mukbang
2024,Bagi dong kak. Belum punya stroller nih
2024,Ini beneran di pake gak yah?
2024,"Pengen punya ????bismillah dapet buat anak ku,????"
2024,kak mau lihat sophia
2024,Stroller nya buat anaku aja ??
2024,mahal ya
2024,Kak mau tanya klo stroller buat anak 4thn tpi jalannya jelek yang bagus apa ya kak???
2024,semoga dapat stollernya aminn
2024,No gendong gak tuh??
2024,"Boleh kirim ke aku satu Kak, bakal diterima banget beneran"
2024,Bagi satu dong Siska buat anak aku ??
2024,Rumahnya kok biasa aja sis? justin duitnya ga banyak kah?
2024,@cha_ca2105 siapa tau??
2024,Centang biru ya mana??
2024,Jgnlah nanti saya diserang bertubi tubi ??
2024,@anggibellar yg sebelah itu siapa mbak? Asli kepo ??
2024,@donnyiss lu pikir org kaya itu ngepet gak perlu kerja gitu untuk mendapatkn uang???????
2024,Habis lahiran tambah cantik ya @siscakohl ??
2024,Cantik dan sopan sekaliiiiii??
2024,@ag_ungrynto inget kata agnes " sekali job klo bisa sampe 5thn knp nggak??
2024,"""Aku suka banget"""
2024,Semoga suatu saat bisa beli buat anak??
2024,"Pengen dapat hadiah stroller nya ,soalnya bentar lagi lahiran .semoga beruntung????@siscakohl"
2024,@donnyiss tnya juga sama kluarga rafi nagita
2024,Cewek sekaya raya dan secantik @siscakohl ajaa sederhana dan sopan banget... lah kitaaaaa dari kaum B ajaaa kebanyakan gayaaa
2024,@irvanpiansah aku engga tuh
2024,@donnyiss lu kata cr kaga di endors wkwkw
2024,Bagi2 storller dong kk @siscakohl @sugarbaby.co.id??
2024,@me_mikaaaa oh iyakah
2024,@donnyiss dia pernah bilang kalo dia ga Nerima bayaran endors
2024,Bujet semua ad di satu alat in?! ????
2024,Giveawain dong wkwk
2024,Orang kayadi endors mulu yak.  Pantes duitnya gaabis²????
2024,Semoga dapet yah Allah ????
2024,Bismillah dapet stroller dari ka Siska buat debay??
2024,@yaaachann_ yoi??
2024,Bagi satu dong????
2024,@donnyiss dri pada lu kaga ad yg mau di endorsin??
2024,Lngsng beli semua variasi ??
2024,pngn liat Sofia jalan jalan sama @jessicajane99 ??
2024,kali aja di colek kak @siscakohl
2024,@donnyiss yg minta endors juga yg punya stroller bukan sisca yg mau
2024,@donnyiss mau endorse dia susah bro. selalu full dan barang yg dikirim ga cuma 1 2 biji tp kudu banyak varian.  liat aja deh yg diendorse juga dah punya nama semua. bukan brand kaleng2
2024,Nanti kalau gede sopia dia ajak makan sushi
2024,@_rietty ????????
2024,@supersaiyan_26 ????????????
2024,@dickyadityya iyaa bisa gk usah rusuh
2024,"Halo selamat pagi, semuanya, saya dari ????, perusahaan yang bergerak dibidang ekspedisi dan jastip. saya bisa membantu customer untuk check out barang di e-commerce china dan bisa membantu customer untuk jasa pengiriman barang dari china-indonesia/ Indonesia-china. Kami bawa barang via pesawat (udara). China Arlines. Dan via Laut. Dibawa secara pribadi oleh kami sendiri. Jika ada yg sedang membutuhkan jasa bawa barang/ingin membeli barang di China, bisa hubungi saya di WhatsApp, komen fb, atau inbox. Selain menyediakan jasa jastip dan pengiriman, kami juga dapat mmbantu customer untuk melakukan payment di e-commerce China. Customer cukup kasih kami rupiah, lalu kami bantu payment pakai RMB. Menerima Penukaran mata uang asing juga. Terima kasih.."
2024,Tauuu
2024,@donnyiss loh emg dy endorse dr dulu kali??
2024,"@putrikalyaaa__ grgra netijen bocor, kan kita kita yg suka sad GK liat shopia??"
2024,??semogga kecipratan rezekiny lgi hmil muda ini
2024,Tau
2024,@donnyiss lah dari awal jg dia di endors ??
2024,mana jalan2nya??
2024,Mau dong kak buat anak ku ?? bissmilah
2024,"Semoga rezeki ank aku y KK,,sehat dn mudah rezeki ny..."
2024,Hari ultah ku ci????
2024,Mantap??
2024,emng bole di kirimin 1 ??@siscakohl
2024,Semoga ko justin dan sekeluarga sehat selalu
2024,Pengen kembaran ?? buat anak kedua ku
2024,Gk mungkin d pkek sih ini sma sisca
2024,"Emaknya iklan produk bayi ga sama anaknya, sedangkan bapaknya pake anaknya mulu buat ngiklan akun bapaknya"
2024,"Baru nonton youth of mei ngeliat pemeran ceweknya kek familiar , mirip sih teteh ini rupanya"
2024,Kak mintaa iPhone dong
2024,Ini endors ato beli sendiri yaa??????
2024,"@gf_yoshinori16 selamat, kamu masuk nominasi orang paling serius didunia????"
2024,Mau dong
2024,@andyyuniverse Hhhh??
2024,SALFOK SERBA @fendi ????
2024,duh ibu muda auranya <3
2024,Semoga bisa kebeli ky gini
2024,Pengen punya tapi belum mampu ??
2024,@wnda_junitaa woy emak2 ngpain pda disini??????
2024,"Mau beli tapi belum ada uangnya. Sekarang Dede bayinya minta gendong terus. Walaupun mama sudah cape , ngantuk sampai nahan pusing karena belum tidur. Semoga ada rejeki buat dede bayi. Amin @siscakohl"
2024,@wnda_junitaa wan balik wan ??????
2024,Aaah auto jadi fans nya emak² nih Jessica ?? banyakin ttg kebutuhan anak Jes ????
2024,@magnoliaa_sl ????malah aku yg dikatain??
2024,Gak mampu kembaran ??????
2024,@donnyiss y gpp lah timbang gada yg endors kyk u??
2024,"@yuliyantidws_234 bener bgt, netijen ig tuh bener2 emang"
2024,@donnyiss aku cpek di mainin????
2024,"@j.almas.t nah bener, apalagi ada video gendong tapi lehernya sophia udah kayak kecekek... dan bayinya kayak udah ngrespon kecekek... eh bapaknya malah ngakak2"
2024,"@mrslysyrch knp kamu serius amat sih kak????, coba lihat diatas banyak yg bercanda??.... Ygs serius bisa dihitung"
2024,"@donnyiss emng siapa yg nolak duit sih?kan bsa di pke buat kebutuhan ato nambah tabungan buat anak,,ga ngerti ama mindsetmu bro,,klo kaya ga boleh nerima kerjaan"
2024,"Gimana ya , mereka berdua ini polos gimana gitu , liat lah konten2 mereka . Idea pasti 80% dari sisca then justin just buat apa yg istri dia mau dan buat wife dia happy . Dari sudut pandang aku , ramai fans nya yg kepo sama anak mereka maka mereka buat acc khusus sofia , aku nangkep nga mereka buat seru seruan ajaa tapi netizen miskin sdm rendah malah entah kemana mana fikirannya . Just mind ur own business , kasian mereka walaupun kontennya kadang gaje tapi mereka ga pernah ngusik sesiapa !"
2024,Klo yg diendros Siska Kohl ngak tanggung2 ya ngasih barangnya bagus dan banyak??
2024,"@rhmayinaaz__ aduh, dikatain sok2an aku???? whyyyy?? ????"
2024,Mirip bu @puanmaharaniri
2024,"@donnyiss darii duluuuu njir,sok² an kget"
2024,Kangen bayi tergumush 2023
2024,"@sisilnyaaby aaa mamak, aku takut dihina"
2024,@kang_komen69 pake akun asli. Minimal ada muka lu.. biar enak kalau di hina
2024,@kokoyasanasam Just imagine
2024,Imagine Getting a wife who can cooked very well
2024,I even need this type of girl In my Future when I will be successful And she treats me like this ??
2024,@kang_komen69 betul
2024,@uswatunhasanah252705 aku menyebutnya nasi goreng
2024,Nasi goreng??
2024,Centang biruu nya ilang?
2024,??
2024,@__jenny____c wkwkwk sirik aja luuuu
2024,"gue biasa pake racik nasi goreng, itu bumbu apaansih susah bener @annamelstya"
2024,Itu kimcinya memang enakk??selalu happy lihat pasangan ini semoga berbahagia selalu amin aminn??
2024,"@zahro_elnikmah entahlah kak , iya aja deh"
2024,"@irsyadasshidqi_ kak, kan komenku bilang gtu, sedangkan yg di video itu nasi baru bukan nasi bekas ?? gagal paham apa gmna kak"
2024,team : woi jangan afk anjirrr
2024,Kak siska mantan nya kira kira sekelas siapa ya ??
2024,@zahro_elnikmah bukan gitu tapi emang lebih enak kalo pake nasi bekas
2024,Masak gulai pandai gak?
2024,@harist_rahanbil ????????
2024,Ga ah ntar sakit perut gue ??
2024,@beq04 sini main2 ke rumah gue di bdg biar gue masakin dehh??
2024,"@beq04 hehe sorry klo masak masak mah gue emg hobby, karena masak itu buat gue menyenangkan dan mengenyangkan??"
2024,Konten kalian bikin iri ?? semoga kalian rukun" terus ya berantem" dikit gpp yang penting abis tu baikan ??
2024,Walaupun lu di ratuin gabakal ngerubah fakta bahwa lu gabisa masak ????
2024,@kang_komen69 heran komen lu ga ada yg like padahal ngomong fakta
2024,Kak siska sekarang ko jadi gemuk
2024,"Sstt, yg lo teoriin udah gua praktekan. Dah gausah komen lg, mind ur own business"
2024,"@kang_komen69 lo ngerti arti sekufu gak sih? dsni gaada deh yg bahas pngen laki kaya si jess, yg gue maksud klo lo pngen kya si jess ya lo jg hrs perlakuin istri lo dgn baik, paham maksud gua gak sih? kok telmi ya?"
2024,"That’s it. Emang low value woman ngarep diperlakukan sama kayak yg emg high value woman. Berharap dapet laki yg bisa kayak Jess padahal ga sanggup nyamain sisca. Udah ga kenal nyerang personal, di kasih tau makin nyerang personal lagi. Dah ah emg lo doang yang pinter ??"
2024,"@kang_komen69 lah ngapain tersinggung, org gue komen bnr kok,di agama jg ngajarin buat cari yg sekufu, lo kali otak lo rendahan noh, otak dengkul ig aja fake ????"
2024,"Lah kok jadi ngomongin gua kocak. tanpa lo omongin, istri gua gua berikan fasilitas sebaik mungkin meskipun ga se bagus si Jess. Tersinggung lo ya karena ngerasa value remah rengginang ? ??"
2024,"@kang_komen69 ya makanya cari yg sekufu lah, anda pngen diperlakukan kaya raja ya hrs ratukan juga istri anda????"
2024,"Gegayaan pengen timpal balik, padahal emg kerja nya cuma pengen rebahan maen hp sambil scroll tiktok jg ??"
2024,"Ya wajar lah diperlakuin kayak ratu, emang valuenya dia begitu. Setimpal sama jeds. Sekelas remah rengginang pengen diperlakuin kayak ratu padahal emang males aja ????"
2024,@kang_komen69 laah si siska nya aja diperlakukan ky ratu ya wajar aja timbal balik???? ini udh ngasih duit pas2an byk permintaan lg??????
2024,@lutfimaulida20 gak cuma sultan gue yg rakyat jelata jg suka pake bwang goreng instant kok??
2024,Masak untuk suami gamer
2024,@harist_rahanbil ????????
2024,req ice cream lele kak
2024,@harist_rahanbil es krim nasi padang gksih??
2024,"Bawang gorengnya aja instan woi,sultan emang beda"
2024,@ombambang_11111111 dan pastinya harga 500 k
2024,@putri_dap06 woyy kyk ny klo kita ke sini pas lebaran di kasih thr dehh ??
2024,"Pastiiii,,, Dalem rumah tangga Nya, Gak prnah brantem malah EKONOMI??"
2024,@harist_rahanbil ??????
2024,beliau masih mengenal sutil kayu
2024,Sederhana tapi gw gak bisaa
2024,Kak jemput aku dong
2024,"1x makan 150 rb ini, kimci aja 40rban, ham 60rban. Apa aku bisa re cook ini"
2024,gua ga liat Masako anjir
2024,Omg you two are so cute??????
2024,KerjAan suami cuman hp doang????
2024,"Ya kalo ngegame nya gini sih, semua juga mau. Yg realitanya... Isi sendiri buibu"
2024,Backsoundnya ini kayak wiinnart ga sih?
2024,Mane princess Sofia gw PGN minta 1M abistu g minta lagi
2024,Dia mah main game hasilin duit
2024,@ombambang_11111111 nasi goreng sederhana sama sambel merah goreng aja pun enak masak ny pake blue band
2024,"@ombambang_11111111 loh justru itu yang bikin enak kak,"
2024,Bang tolong bang reels gw lewat makanan Mulu padahal lagi puasa
2024,@asyer.matutiina bolee hiii kt le??????
2024,@gryffingurl_
2024,@harist_rahanbil ????
2024,respon suaminya ituu lohhhh??????
2024,@harist_rahanbil ????
2024,"Sekelas siscakohl aja mau masakin suami, lah ini kelas remah rengginang sok bilang “gua ini istri bukan pembantu” ??"
2024,kalian klo bikin nasi goreng dari nasi baru yg masih anget ?? :'))
2024,Apakah jika bg jessnolimit kembali ke dunia game apakah siska kol akan melanjutkan eskrim lele kematian
2024,Dia pernah makan nasi megono ga ya?
2024,"sisca, did u just put nasi hangat untuk nasi goreng? ??"
2024,Ini harga nasi goreng berapa juta kak?
2024,@rata_kanan00 makasih udah menyuarakan suara hati hw juga bang ??
2024,Nasgor seratus jutaaa
2024,@f_1a91 wkwkwkw
2024,@harist_rahanbil ??????????
2024,@mrnigelng please review
2024,Saya kapan?
2024,@harist_rahanbil @anna_sandjaya
2024,@macendcis masakin ak ini nanti di kasi 10 jt brani g
2024,????????
2024,Kok bumbunya ga ada yg prnh kuliat yaa ??
2024,Pasti cuci berasnya pake air fiji??
2024,@sssasiah ????
2024,@aku.mball kakanya mau ga jadi istri saya
2024,@rata_kanan00 dan berlindung pada kata " NYARI PEMBANTU APA NYARI ISTRI??"
2024,@yanyanhoho komennya lucu2 wkwk
2024,@missitanaibaho kok ketawa kau disini ????????
2024,Salfok bawang perai ny premium gaess lgsg dr kemasan????
2024,@harist_rahanbil es krim pizza??
2024,Fullll power
2024,Nyengir lu jomblo
2024,Suaminya main game mulu? Gimana mau nafkahin istrinya ??
2024,Salfok sama kompornya dan peralatan masaknya biasa aja??
2024,@ombambang_11111111 kirain basa arab????
2024,@sprint.foxy cwe kaya gitu beb
2024,????????
2024,Jgn smpe mknannya dijadiin dessert lg. Rasa es krim terbaru??
2024,@_medchild kamu mau?
2024,Bawang daun nya gak motong sendiri ??
2024,@harist_rahanbil es krim nasi padang ga sih??????
2024,@harist_rahanbil DITUNGGU @siscakohl  KWKWKWK
2024,The real ibu rumah tangga the real hidup bersama??
2024,@harist_rahanbil benar bangettt ntar ig @sophianolimit isinya mukbang mpasi yaa dgn kearifan lokal kayak mak bapakny pdhl tajir tp sederhana tp wahhh gmn la y mau blg tp kusuka nntnny
2024,@mayadelvia_ kwkwk
2024,Piye ya rasane nduwe duit semunu akeh e??
2024,Mau iPhone kk
2024,#akumauangpaudong
2024,"Gila duit sebanyak itu , gua aja blm pernah punya , liat duit monopoli banyak dan bangunan banyak aja seneng nya Tingkat dewa berasa jd pengusaha"
2024,Ka bisa bantuin aku ga @siscakohl
2024,Mau kaka ??
2024,Kak mau angpau seikhlasnya aja
2024,"kalian percaya,dih seribu aja mustahil"
2024,Mau kak ??
2024,Kalian yang komen apakah ada yang dapet ??? ??
2024,Aku ingin kak hemm udah berapa tahun aku tunggu dapat Uang apalagi iphone
2024,Akun asli kh kak?
2024,Mau kak buat bayar kosan??
2024,Mau dong kk
2024,Paket lengkap kak ??
2024,Mau ci
2024,deloken pink pink ?? @ikaikupelangi
2024,Aku kk
2024,mana kak angpaonya
2024,Di situ ada nama aku nggak Erna Saputri 31 aku sudah pakai pelengkap yang sama sini ngumpul ??????????
2024,Kak sisca akuu mauu??
2024,Mari kita coba??
2024,Mdinjag ponui gokenhu sgorn
2024,P
2024,Gk percaya klu blm di tf
2024,Asli ga c ini konten??
2024,Kak mau angpau dong peliss
2024,Assiiikkk dapet ampouu ??????????
2024,iPhone dong kak sisca
2024,Mau dong  ka
2024,Mau ci
2024,????????
2024,tim yang gak pernah dapet
2024,Mau dong 1 ini nomor dana 08217623663
2024,Gong xie ga ca angpao na Lai??
2024,Mahuuuu
2024,Mau
2024,Aku mau
2024,Minta dong
2024,Mauu
2024,"Benerkah ini?, jika bener sedekahkan lah"
2024,Dikasih berapapun ak terima
2024,@fardi.mhmd duit monopolinya kalah banyak
2024,Dengerin bobon guys jdilah penonton yg pintar??
2024,aku nie ka lg nganggur??
2024,Kak semoga dapat angpau nya
2024,Hoak aja buktiin tf ke saya klo beneran??
2024,akuu dongg kak hehe kpengen sepatu larii
2024,Aku kaa
2024,Akuuuu kak 1 jt aja????
2024,gaada yg warna ijo ya tu kertas
2024,@rhea.rivantio amiinnn
2024,Mau kak
2024,THR??????????????????
2024,Kpan ya aku dapat give way
2024,?????? Amanto hadir
2024,Bagi bagi THR dong kak??
2024,@cnatatj20 nyasar sampe sini lu yee
2024,Kka jes minta thr nya dong aku mau buat lebaran semoga di kasih . . ??????????
2024,aku mau donh ka sisca??aku udah follow 1 jt aja kok ka
2024,Gila njir uang beneran ngga tuh??
2024,Mau dong kak
2024,Ampo nya mau dong ka buat anak2 3 anak aku
2024,Mau donk kak buat usaha
2024,Kalo dapet THR saya botak kak
2024,Bismillah THR buat ku kak @siscakohl
2024,Rezekinya bagi2 dong k sini
2024,Josss ganjoss
2024,"Mantul kk,,,mantap betulll"
2024,Mau
2024,Aku mau ka
2024,assalamualaikum warahmatullahi ?? semoga ada rezekinya buat saya amiin yarobb kunpayakun ??????
2024,Pembohongan publik.
2024,Pengen 3 ampau
2024,Aku
2024,Mau dong kk untuk prsiapan lebaran
2024,Bismillah dapat
2024,Benaran mau dong
2024,Oh no pengen bgt dpt angpo dri kk sisca
2024,Mau donk kak @siscakohl ??
2024,ka mau ga bantu saudara kita di papua? kayak bg bobon
2024,@mita_togatorop ????????
2024,Mau kak Siska buat beli hp
2024,THR CIII
2024,Semoga rezeki
2024,@andisyamsiahdiana diam nahhh kenapasi??
2024,@ysfa.elisabeth wkwkwk??
2024,:/
2024,Kak aku mau dong
2024,@lidyacyntikhe ????????
2024,@andistryn wahahahaha buat foll. Dn subscribeer aja bun
2024,Nunggu angpao ni sampe lumutan
2024,Kaa siscaa aku udah subscrep youtube kaka sama suami kaka jugaa
2024,@lidyalona lahh kalian ada disini ??
2024,Bismilah udh follow kak siscakohl dari lama semoga dpt dari kak Sisca buat lebaran kak
2024,Bismilah semoga aku di kasih rezekinya amin
2024,"bismillah, angpaooo ??"
2024,Settingan
2024,Aku mau angpao kak ??
2024,Kak sisca boleh ngak minta iPhone
2024,Bismillah dpt
2024,Aku mau k
2024,Sekali juga ga pernah.yaaah nama nyh juga blm rezekinya
2024,@susneni_ @aurelie.hermansyah @attahalilintar
2024,@fuzhiiee buset????
2024,Lucuu bgt sophiaaa
2024,bapak banget
2024,@indrapbrn bisa bisnis kos kosan 20 pintu
2024,@ghills.ar ????????????????
2024,"hee hati2 klo ngmong... pertumbuhan bayi itu beda2.. anakku aja jarang kugendong, kuajarin trus, sama aja bisa jalan usia 1 thn 7 bln. bnyk yg bilang kok lama kok lama.. lah trus mau d apain? d kasih sepatu roda? d kasih sayap? ... seenggaknya selama masih normal dan aman tuh ya udah.. toh buktinya pas udh sekolah malah pinter.. mereka org kaya, klo ngmong hati2 ya takut d penjara suruh klarifikasi nangis. bukan fans atta, tp klo menyangkut bayi aku gk suka"
2024,Diliat liat sophia mirip eric chou ??
2024,mirip bapaknya banget
2024,kok sekarang udah ga follow followan lagi sama jessica jane bang?
2024,Lucu bangett sophia?
2024,ni liat bayi 4 bulan udah lincah gini... @aurelie.hermansyah @attahalilintar @susneni_ jangan malas n jangan gendong n tiduran mulu anaknya
2024,@riana30212022  harusnya 4 bulan udah muter2 hehehe
2024,gwemeshh bgt??
2024,Mirip @ainabarara_yuriza
2024,Lucu
2024,Coba bang suruh kayang
2024,"Bapaknya shopia ???? lokal sekali, ini beneran justin dipanggil bapak?"
2024,@indrapbrn ??????
2024,Jadi inget boboho kalo liat shopia
2024,@jessnolimit bang aku sudah follow bang ini nomor whatssapp:082277667957 ini bang
2024,@jessnolimit mirip papa Jassnolimit??
2024,Sophia sudah pintar
2024,@jessnolimit kak aku  pengen ngerasain punya HP I-Phone dari kak @jessnolimit  dan ka @siscakohl  kak plsss??????
2024,Muka nya @jessnolimit banget??
2024,"Kalo kalian mau tahu,dia la orang yang pertama memiliki bayi didalam dunia ini..jadi dia akan memberikan tutor dan memberitahu apa yang akan bayi lakukan ketika berada di umur berapa bulan.....JADI SEKIAN TERIMA KASIH"
2024,@indrapbrn padahal ci Sisca udah niat ngasih edukasi bang?? ngakak loh
2024,Gemoy??
2024,@uun_khuntari ??????
2024,mirip lonel
2024,Gemessss banget????????????????
2024,@_alung1 njir
2024,Pipinya kek mandu ????????
2024,Gembul bangett??
2024,Gemassss??
2024,@rumelti lucu bgt anak org kaya ??
2024,Lucu abis sofiaaaaaa
2024,Lucu bgt huee ????
2024,Adik saya umur 4 bulan udah disuruh beli kangkung ke pasar sama mamak ku
2024,Mukanya Justin banget??
2024,"Smoga anak nya shat slalu dan panjang umur , aminn??"
2024,Gemesh bgttt lucuu ??????
2024,Mirip bapaknya yaa
2024,@_alung1 WAKAKAKAKA CIK
2024,Ini baru anak Milenial... ???????????????????????????????????????????????????? SMART NO LIMIT.. ????????????????
2024,nih yg mau set up gaming room dirumah!
2024, auto jadi!
2024, headset
2024,kok mirip jessica jane yaa??
2024,??????
2024,pipinya kaya bakpao??
2024,@ohtantis20 ??
2024,Mantab nak anda di lahirkan di rahim ibu Sultan
2024,Jess jr
2024,"@indrapbrn bikin apartemen woii, salah anda ??????"
2024,Gembul bngett
2024,Ucuuuuuuu cekali copiaaa??
2024,Menyala abngku iphone kk 1
2024,@jessnolimit bang tolong baca DM ku bang plss. Maaf spam bang ??
2024,Bang Jess tolong baca DM ku bang plss
2024,Kok gak mirip
2024,Sophia kek aunti jesica????
2024,Mirip Jesica Jane
2024,"Dari lahir pun dia sudah tersenyum, apa coba yang mau ditangisi ??"
2024,???
2024,Sudah follow ig sama tiktoknya????smoga rezeki aku
2024,MasyaAllah si adik bayikk??????Sehat2 selalu adek bayik.. Bismillah semoga ada kesempatan biar bisa ketemu langsung sama kaka @jessnolimit  sama istri dan dede bayik??????Smoga ada rezeki buat saya
2024,@indaako ng lia yg k 8.. Bru 4 bln ini ????
2024,@indaako
2024,??????
2024,@s.vannytokyo sopia* maaf typo mgetik namanya
2024,gemes lucuk bgt sopias
2024,@iksfr lucu
2024,wah salfok playmatenya ??
2024,@faktalucu123 gan an wo bnyk dia ngasu request ???????
2024,"ga an wo, yg dia request game seram dik"
2024,@faktalucu123 ini windah lgi live apa kak ??
2024,Sophia mau ipone
2024,"Tumbuh gede spy pinter ya Nak, jng dongo"
2024,Jess no limit versi lite
2024,Kaya ayah nya
2024,"@meiichan05 kata like, share, dan komen tuh namanya call to action kalau di ilmu bikin konten kak. jadi bukan ngemis ya."
2024,@strwbrryjoonlv12913 HAHAHHAHA NGAKAK
2024,@faktalucu123 hahaha pls ak kaget kirain akun ku ada komen ??
2024,@indrapbrn @pitrihhaha ????
2024,gemes sophiaa
2024,9
2024,Ucu bnget bayi shopiah??????
2024,Lucuu bgt??????
2024,Sehat selalu kak jesss semoga sakinah mawadah warohmah ??
