Tahun,Comments
2021,"Bikin eskrim balado pete sama pariaaa dong kakak, biar nanti bisa aku coba bareng @resti_aml @evariantirizki_ @lutfahrabbaniyah @dv_lestari5 @olladeni_ @baetibaiah ????"
2021,Eman opornya
2021,"@endriya pie carane ben sisca mandeg gae es krim,opo penake mesine dijupuk adewe ae??????????????"
2021,Jancoook jancoook guobblog tenan cah iki ??
2021,@hidayatpujianto_22 yooo 2
2021,@nnsyaalia @bernadetameta_ ayo coba
2021,@intania332 perusahaan Game terbesar di asi mbak
2021,@syafrianggriawan apaan tuh
2021,@intania332 yang punya Garena
2021,@asriratna__ sungguh meresahkan ??
2021,Gimana kalo kita ambil aja mesin es krimnya daripada meresahkan ?? @nurliahasyim @renideboraa
2021,@salbn_ whyyyy... ??
2021,@_ezaa01 apakah mau mencoba? ????
2021,Ini anak syp sih penasaran emak bapa nya kek mana??
2021,Aneh-aneh bae
2021,mari kita curi mesin eskrim nya?? meresahkan
2021,@jeromepolin ????
2021,Bsk bkin es krim otak lu siska??
2021,Orang kaya Gabut Ny beda
2021,@inanicavia
2021,apa mereka bahagia ?
2021,Bikin es krim rasa uang
2021,Bae bae sis ??
2021,????
2021,Aku gumohhh @fatmadew_
2021,@tataaa18_ bujet
2021,??????
2021,Aku gak punya mesin pembuat escream???? mbak
2021,@van_dheeeee nde mirip adik mu
2021,Awlohhhh????????
2021,@fadhilaramadhanti gabutnya org kaya ??
2021,@mey__m2 ahahahhaa bahasa lu
2021,@theresialasmita aneh aneh aj kelakuan org kaya
2021,Bisa gila sy lma lma ??
2021,Awee kesina sisterku tongengg
2021,Kak bikin eskrim rasa seblak
2021,Aku terdiam
2021,Coba buat es krim jengkol pasti endool ??
2021,Ok
2021,"""kita gak sabar untuk nyobain"""
2021,Serah khol dah @muuttiiaaaa_
2021,Serah ko lah
2021,????????
2021,"Mubazir ?? abis dibuat eskrim buat konten, klo gaenak abis itu dibuang hiks sayang2"
2021,@meg.sav munek" deloke??
2021,Mari kita cobaa @irranurmalasari  @safitri_saf  wkwk
2021,Semua makanan dibuat menjadi eskrim??
2021,@kahuna_koa wk
2021,nasii nya di bikin eskrim juga dong??
2021,??????
2021,@novitayzm @ririesta @nikenopr marikitacobaaa.. ??????
2021,@christiankai ??????????
2021,@lydialaulau loh ko iyaaa sih wkwk pantesan kalo liat doi asa wawuh ????
2021,"@lydialaulau lauu, beneran ditag dong ini member gege nya ????"
2021,@lydialaulau lahh iyaaaa kembar nih nong ????
2021,@lydialaulau wkwkwk iyak mirip ????
2021,Gege @novitayzm @ririesta @nikenopr ade nya mirip si inong ga sih??? Wkwkwk.. @indahrahmisari
2021,Penista makanan
2021,@mhbb_fadly08
2021,@jeromepolin heran tukang pansos ni muncul dimana
2021,Kok blm ade video habis dy masak langsung du makan sendiri??
2021,@prtgs_bima cah ediaaannn??
2021,@tilalaakkk nah enak yng??????
2021,@tilalaakkk
2021,@fiafifiya semoga semakin waras ??
2021,@lailahimas gpp wes timbangane nyabu
2021,@fiafifiya deloken iki ??
2021,"seperti opor ayam, tapi dingin"
2021,Ya allah @patihanny
2021,@randyparama woi lahh liat inii????
2021,Es krim sambel terasi atau sambel petis udh belomm..?
2021,cukup dia aja yang kaya gini yaa guyssss... kita jangan..
2021,apaan dih
2021,Kita video
2021,@rosyadasabil orang kaya idenya emang luar biasa yaa??
2021,Mual engga? @rislamiyah_
2021,Kok Gua liatnya ngenes ya??
2021,@brianwegas_ bentar lagi sisca bikin eskrim tongseng anaconda
2021,@heryfernandostp
2021,@jonathanliem90 bahahhhhaa coba kamu praktekin dulu ????
2021,Es krim tumis kangkung campur toge
2021,@dandypangayom hahahaha bener???? ksni krn smua eskrimnya????
2021,Ngerusak generasi bangsa
2021,Ngapain kata kata waw si
2021,"Kenapa sih kok goblok, duit lo mending buat gue aja semua"
2021,Suka banget liat video kakak adik kreatif
2021,Sumpah aku salut banget sih kak sisca sama kak aliyyah walaupun kaya tapi gak sombong. Sumpah aku salut banget sama kakak2 cantik ini.
2021,Sehat terus ya kak dan subscriber nya makin nambah followers nya juga ya. Sehat2 trs semangat untuk buat konten nya.
2021,MOOD BANGET HUUUAAAA???????? SEHAT" SELALU YA KAK SISCA DAN ALIYYAH MAKIN SUKSES
2021,Daripada pamer terus kenapa ga buat usaha aja si heran
2021,Mbanya nyengirr mulu
2021,"Ini yang kusuka orang kaya tapi gak sombong
"
2021,Wow enak banget
2021,Siska mubazir org cuma berdua
2021,"Suka bgt mereka ngeriview makanaan pasti mereka akan bilang"" aman dan halal ,trs kaya sopan bgt bahasanya gak dibuat ke alay alay gtu "
2021,"Gue demen kontenya karena mereka sopan,,, pakaiannya sopan walaupun nonis tapi mereka ga pake baju yg sampe keliatan belahan dan lekuk tubuh"
2021,"Cantik bener bikin Roti aja,"
2021,B aja ?? ak jg suka beli brg2 mahal tp ga prnh mau org tau hrganya hehehe .. kl buat ukuran org yg ada 10 juta ya B aja ga mahal
2021,Selamat mencoba ga mikir. Indonesia masih banyak masyarakat hidup dengan bantuan BLT dr pemerintah seenaknya bilang selamat mencoba
2021,"kak, besok2 kalo mau nuang bahan matanya ke bahannya ya, jangan ke kamera, seram "
2021,"Ya elah, beli alfamart aja banyak kaleeee"
2021,Gemes banget sih kalian berdua
2021,Kenapa harus dikasihtau harga mesinnya.. sombong amatt
2021,Hahaha... knpa musti sebutin harga ya ..... BUSYEEED DAH
2021,"G usah d sebutin hargany ,klok mo pmer bilang"
2021,Kaka mgomongnya lucu banget si hahaha
2021,10 juta mending buat bahagiain org tua walaupun ga seberapa
2022,@firdhaark awalnya juga aku kira si Jesica
2022,@azhraxxyz_ enak
2022,@rfdlh_12 oh aja
2022,@azhraxxyz_ oh
2022,@rfdlh_12 kaya gini
2022,@azhraxxyz_ lu jualan besok dua doang?
2022,@ardigymnastiarr gue bikin kya gini isinya 2
2022,Telaten banget ??
2022,Gw pengen banget punya peralatan dapur dari @steincookware  tqpi harganya lumayan ??
2022,Sekilas mirip jesicajane
2022,@fara.agni
2022,Baru ini ngiler liat Sisca kul masak??
2022,@rahmawatiainna bikiiin
2022,Keliatan enak bangetttttt
2022,@nagaraik yokkk
2022,??????????
2022,Nggae ngene yok @beaukhtiful
2022,??
2022,@affz313 oh tahu dah virally kt Tiktok
2022,@awie.zayn
2022,Aku mau dong kak Sisca
2022,@galeri.wantia otw pulang ??
2022,@reziialda bikin ini yokk
2022,Aku nggak ada duit minta lah sayang kata nya selamat mencoba ??
2022,Gelang smpe 3 biji
2022,Sis pernah gk coba indomie goreng stengah mateng?
2022,PENGEN JADI ADEKNYA KA SISCA??
2022,"Dia bilang nya nge air fryer 4 menit, tp d video nya 10 menit kk????"
2022,"@bgs27_ di shopee tokped ada kok,ketik aja spring roll"
2022,Baru..ini bisa coba
2022,@edaphilbertha
2022,Ngiler??
2022,Itu yang dari vietnam beli di mana pesenin dong sis
2022,@bukanrainbowcake_ samaaa ????
2022,@anti27anti ??????????
2022,@manggc4
2022,Sampe nelen ludah gua????
2022,@jek5587  jess lebih kaya dri siska kohl. Tp bapakny siska kohl lebih kaya dri jess.
2022,@jek5587 lu sih miskin
2022,@agung_ardiansyah_ ??
2022,@jek5587 hahaha lawak kau ni ??
2022,"""Aku gunting dengan gunting"" ??"
2022,@jek5587 awkwkwk matre bapak kau ngapain jess matre org dia juga kaya gak kek lu modal nyinyir doang
2022,@jek5587 iri dengki tanda lahir dari rahim dajjal
2022,@jek5587 irikah maniez?????
2022,"Kalo gak kaya gak mungkin Jess mau sama dia, Jess mata duitan matrek"
2022,@thyfanymartha
2022,@smn.moka_ wkwkkw pol
2022,@t.delasatifa jadi kangen makan tempur roll wkwkw
2022,@edywand6 paling enak mie 100 pedas goreng ??
2022,@m.ilhammm86 bikin sono??
2022,Liur aku kluar2
2022,@dian_hpm kita 1 genk ??
2022,"@edywand6 hahaha ajg, teringat masa kecil gua makan begituan di mesjid sebelum tarawih ??"
2022,Kalian harus mencobanya dirumah? Yeayyy selamat mencoba melamun gaesss??
2022,@sephianaputriiiii yummyy
2022,@x.dynti @layyinadwi @tataaaii_
2022,@sephianaputriiiii ngiler
2022,@kristian_surbakti ??
2022,sumpah seumur umur belum pernah makan yang namanya keju mozarela
2022,Kirain "aku gunting dengan pisau"
2022,Pengen yobaain dirumah ah besok??
2022,@momandzayn serasa sekasta sama bisi mito ??
2022,Huaaa lewat di reels jam segene??????
2022,@hyylalla eh nasi apa beras gatau juga ehe
2022,"@raisyanovia6 bukan, itu rice paper, terbuat dari nasi dan bisa dimakan"
2022,"""aku gunting dengan gunting"" ??"
2022,Plastiknya dimakan cok??
2022,Kak cobain makan seblak dong
2022,@kathputr ??????
2022,"@hafshahkafa ya allah ning, panggih teng mriki ??"
2022,@rahadyanchandra ktemu disini??
2022,Udah cantik pinter masak fiks nga jodoh ??
2022,@nxttvzie Krn adiknya gak diajak
2022,@ardifahreza_ ??
2022,@dwayyubunga bikinin
2022,@amsahamsahamsah @shestika
2022,@fangirlingtodilfs ??
2022,Sisca pernah gak makan mie indomie mentah di kremes lalu di cambur bumbunya di dalam kemasannya
2022,Rice Paper dari VIETNAM ??????
2022,@dwayyubunga kejunyaaa ??
2022,@sayhellodhira_ adeknya mencret kebanyakan eskrim??
2022,@sayhellodhira_ ngakak sampe kentut banyak
2022,@ray.tikupadang aku gunting kata kerja dengan gunting kata benda??
2022,@annarosalina8 ngakak banget baca komen??
2022,@dickyerlg adeknya jadi tumbal makanan eskrim??
2022,@faturrk
2022,‘AKU GUNTING DENGAN GUNTING’ gunting pake pemutar skru aja kak
2022,Sisca sehat? Ini bukan siscaa ini pasti kloningannya
2022,Aku gunting dengan gunting ??
2022,@choirullfahmii percuma ngak ada kehidupan
2022,Besok bikin di kosan @rijwanwithaj @rahmanindra95
2022,Aku gunting dengan gunting??
2022,Enal bngt. Bagi2 dong panci nya kak
2022,@firamalprssan bener” ngga bisa jauh dari makanan
2022,@zanrs sambil nunggu
2022,"Tadi kita makan samyang pake garpu doang, kaya gini yuk ?? @gozerian24"
2022,Sangat enak sekali
2022,Sisca Pernah Makan Ayam Sisaan  Terus Dipanasin Ga? ??
2022,????
2022,mulai dia
2022,@im_cacaaxzz Enak jare bell??
2022,@sweetybocil._ ga ga ga
2022,@im_cacaaxzz wani aa bell??
2022,@arditarahmat hieek??
2022,@dausputra05  nyoh di scroll²
2022,Itu lemonnya banyak banget kak?
2022,Pinisirin gmn kalo lele yg di jadiin es krim??
2022,Wtf ??
2022,??
2022,Eskrim kedondong sis
2022,@syera.pard
2022,@bayuwishnu ya ga perlu bilang pembohong juga sih.. Jangan samain selera kamu sama selera orang lain dong.
2022,Keinget mr. Bean
2022,@bayuwishnu mending xiaomi
2022,"Kalo mau oyster enak main ke Bali murah meriah oyster lombok laut indonesia, dan dimakan mentah atau matang lebih enak, kalo buat eskrim pasti ngga enak makanya jangan asal bilang enak, pembohong, kalo enak makan sampai habis di shooting..."
2022,"Kalo mau oyster enak main ke Bali murah meriah oyster lombok laut indonesia, dan dimakan mentah atau matang lebih enak, kalo buat eskrim pasti ngga enak makanya jangan asal bilang enak, pembohong, kalo enak makan sampai habis di shooting..."
2022,@elissuminar98 requesannya juga lawak lawak
2022,@delfiadriani menghibur jiwa jiwa misqueen ????????
2022,Es krim rasa pempek pake cuko dong @siscakohl
2022,Cuma di akun sisca kohl komen2 nya pada bkin ngakak??
2022,"@hannayuniar ohh ,..bingung juga ngebayangin nya, ?? gmn rasanya"
2022,@dheanayoenique kaya tutut dikasih eskrim mekdi
2022,Tutor mencobanya kek gimana ya mbaa??
2022,Hiyek ??
2022,Kona men dak tau kek siscaakhol mun hahaha @nurhalimah13 @nonnyyasief
2022,tolong undang ke omakase @tretanmuslim
2022,@rachgoddard ayo kak coba
2022,????tak enak
2022,Kak @siscakohl aulia mohon kak bantuin aulia
2022,@vivimeliaaaaa ????????????
2022,@syafiq_nak_milo aneh anehh ajaa????
2022,@vivimeliaaaaa kok bisa jadi aiskrim ya????????
2022,Iss jorok banget
2022,??????
2022,@sruniaff aneh njir????
2022,@wdtp_
2022,Mentah woiii
2022,@violinasara jadi penasaran ????
2022,Mari kita olah oyster di resto @tikasthika ??
2022,@salwaamelia__ ikan patin ada ga ya
2022,mari kita coba @miaameliadew
2022,@lina_liu1 ??
2022,??????????
2022,Pengen muntah sisca
2022,??
2022,"@alyaabiel udah pernah,eskrim pecel lele ??"
2022,Es krim sasimi
2022,astaghfirullah aladzhim..
2022,@28tia
2022,Es krim lele dong kaa @siscakohl
2022,@import_baju_wanita iyaakk. Yg trnyata oysternya udh bau basi. Trus di buang sm pelayannyaa sedangkan dia udh banyak makannya ????
2022,es krim mujaer dong
2022,Keren ngeriset dulu
2022,Kak mau eskrim rasa makanan daerah dong
2022,??
2022,"ada tonji tiram di kampungku kak @siscakohl ,sulawesi selatan, kab barru tepatnya di lajari."
2022,@diah_apw1 ????
2022,Ka buat es cream rasa nasi goreng bisa ga ?
2022,@citraisa06
2022,@import_baju_wanita iyaa tiap hri aku nnton lg tuh mr bean diyoutube ??
2022,Btw kak Siska aku misquin loh ?? masa gak bagi" duit sih ??
2022,Siska ga ketawakah bikin konten gini ??
2022,Ini kerang yang di makan Mr Bean di hotel lagi sarapan ya
2022,@eliottsmom
2022,Sangat menyenggol kemiskinan ku??
2022,????
2022,@sintha_wulandari yg udah basi itu ya??
2022,@sansxlevii chef dr prancis
2022,@anggasaputro
2022,Enekk dluan liat oyster di bland ..huhuuuu
2022,@januar_gustaf siapa joel?
2022,Inget mr bean
2022,@rachgoddard
2022,Kira2 si jess di bikin es krim g ya klo selingkuh ??????
2022,@dshezzz ga dlu srry?????
2022,@laa.anndta jajalo
2022,Arwah Joel Robuchon menangis melihat ini ??
2022,@aniaartha @dshezzz coy?
2022,Astaghfirullah
2022,Es cream ikan cupang kak
2022,@sirasrif Es krim kerang ijo
2022,@jek5587 iri dengki tanda lahir dari rahim dajjal
2022,@jek5587 paansiccc dek...
2022,@jek5587 sirik ya
2022,@jek5587 apa seh dick
2022,@jek5587 mending turu dek
2022,@jek5587 gapahm diem aja deck
2022,@jek5587 pnsh
2022,@jek5587 ngomong apa deck?
2022,Eskrim ikan sapu-sapu
2022,@jek5587 so tau bgt lu
2022,"Kalo gak kaya Jess gak bakal mau sama dia, secara Jess kan matrek dia"
2022,@agamnc_ @stefi.aulia ??
2022,Es cream cumi asin
2022,Coba bkin ice cream dr ikan asin sis..
2022,Makasih udah buat aku emosi ??
2022,@mimajufry sepemikiran ????
2022,@zakia_cut film legend.. Mr.bean makan kerang??
2022,Es krim ikan bandeng
2022,Es krim mengkudu ??
2022,Renyah Lejat dan begiji
2022,Ingt mr bean ??????
2022,Ini siska kohl kalai di tangan nya kena pisau yg keluar bkn darah tapi emas soalnya tiap makan tidak lupa ada emas yg bisa di makan
2022,@mutt.xi ???? jamannya Siska kohl jomblo juga ini
2022,@zlyafi selamat mencobaaaaaa
2022,"2,6 juta cuma jadi bakwaaaan??"
2022,@riachann21 bakwan lobster anjjj??
2022,Um paracetamol está muito bom??
2022,??
2022,makan bakwan enaknya pake cabai ka bukan pake emas ??
2022,"26 juta apa 2,6juta si gaiss???"
2022,Wortel sama kol disitu kaga ada harga dirinya??
2022,Yang kyk gini ya yakk merk mito @alsabilazani
2022,"""Selamat mencoba""....."
2022,@rynutamap kasian ya tu bakwan.pakenya aja bukan woRtel tapi woRLtel??
2022,??
2022,??
2022,@syahranimutmainnah Dehhh????????????
2022,@andimutiamdni @andiaswialfina mantap kali bakwannya
2022,@susidwihayanti86 ??
2022,Emas yg bisa dimakan??
2022,"Kata bakwan warkop : ""lu bukan bagian dari gua, dahlah sana lu"" Dan akhirnya di bully bakwan warkop"
2022,@adingdil ????????
2022,Sisca Kohl butuh tukang sapu sama bersih" lagi gak ??
2022,@cho.sy_ bener bgtttt
2022,@adingdil ??????????
2022,Bakwan sultan????????
2022,@sarry_puspitasarry krna kamu sdh di rekrut sama mas h*ngki
2022,@putri_nuranita kenapa aku gak d tag??? Apakah aku terlihat tidak mampu???
2022,Slamat mncoba.. tidak kuat jess 2.6 juta mndngan buat byr cclan mtrku????
2022,"Apalah daya aku pakai kompor listrik, litrik ku nembak langsung padam ?? kompor listrik tak tepakai krn watt nya tinggi. ??"
2022,"Bakwan pakai cabe ?, pakai emas dong wkwkkw??"
2022,@adingdil ????????
2022,Di jual bakwan di warung 1000 an ??
2022,"Kerangnya aja 1pcs 50rb ges, lobsternya bisa 1jt"
2022,APA LAGI NASI UDUK YANG 5rb anjiirrr
2022,@desynazizah WKWKWKWWK ??
2022,@rosaliaanggunp GUA NGAKAK SAMA KOMENANNYA WKWKWK
2022,"Ini bakwan kalo dicampur nasi uduk, kesian nasi uduknya minder wkwk"
2022,@abayasaudi4 Padahal emas ki ga ono rasane opo2
2022,Leren mangan emas ku loo lapoo? Hk ono vitamine ..
2022,@itsnotevy
2022,ini bakwa termahal kali yaa. ahhh pasti enak bgt
2022,"Gasalah kok klo org2 bilg dia ""sederhana"", dg segala yg dipunya, Sisca bisa beli apa aja atau mnta tlg orglain, tp dia lbh milih buat ngerjain sendiri. Ga leyeh2 gt aja, terbukti dg bikin konten2 utk menghibur gini. Respect ??"
2022,"Suruh nyoba, gimana coba nya?? Harganya aja 26jt"
2022,Aku di taiwan sering makan oyster itu tapi harganya gak nyampe segitu kok ?? duit 100rb rupiah udah dapet banyak dsni
2022,"@pensil_skirt nah iya, walaupun saya tau yang beresin abis dia masak2 ya pembantu, tapi seenggak nya seukuran anak konglomerat dia bisa masak loh hebat ??"
2022,"Bahaha iya bener. Capek bikin konten masak, perlu effort."
2022,Sekte apa lagi ini sisca??
2022,@pisangkejuendeess.surabaya aplg klo makan smbl inget hargany ?? Makan stgh ud smbk naik aslam
2022,Menangis aku liatnya??
2022,"Suka banget deh liat sisca kohl, dia emang anak orang kaya tapi dia gak cuma ngeliatin ke kayaan nya aja, tapi dia emang bener bikin konten masak, ada gitu keahlian yang dia punya buat di jadiin konten, dan makan2an mahal itu, dia tau cara ngolah nya, padahal gak semua orang tau cara ngolah masakan mahal itu, salut deh ?? gak kaya kebanyakan anak orang kaya yg lain nya, yang kadang cuma bisa ""mamerin"" rumah nya aja, turun naik tangga lah, turun naik lift lah, kaya cuma aji mumpung harta orang tua ??"
2022,Maaf ... lambung saya gak cocok makan yang beginian
2022,"Gk perlu nasi, gini ja dah kenyang bgt, cz bakwannya sayur bnyak bgt.. sehatt jdi nya ??"
2022,Bakwan sultan namnya??
2022,"Eh buset, otak ge ngeleg mendadak, ??"
2022,@bubulyyy
2022,Udh pernah cobain percebes blm?
2022,Uda gak heran
2022,Serius nanya klo makan emas kaya gt ??????nya jadi emas juga gak
2022,Ga bayangin ntar klo jadi istri uang belanja bulanannya buat masak berapa ya?
2022,@gdpanji_ eeknya bisa dijual tuh mengandung emas ????
2022,Jangan lupa tambahin emas yg bisa di makan????
2022,Selamat mencoba ??
2022,@green08tea Ya..ya..betul..betul..?? Apa lr daya kt hanya sebutir debu ????
2022,"@renni_lyviana ngiler ga, ngeri iya. Harganya bisa buat bayar kontrakan ??"
2022,Belum pernah makan lobster ??
2022,Naik derajad bakwan ??
2022,ngiler kagak ?? @green08tea
2022,@efrthrift.id
2022,Satu bakwan nya berpa juta check?
2022,@halomengg meng beli bakwan meng
2022,minyaknya sedikittt yaa gaess...ingetttt...
2022,Untung gak gosong????????
2022,Bakwan kelas sultan donggs
2022,Ikutin bikin bakwan nya kudu jual ginjal dulu sebelah ??
2022,Bakwanya 500rb per pcs
2022,@_aarthur.m
2022,@erwindasariii Ho oH Teeenaaannn ????
2022,cukup pake minyak sedikit saja ya sis
2022,Kak boleh bagi 1 kompornya
2022,@kurniawangalih di nggo bakwan??
2022,@silfreak @reycasmin
2022,bakwan 2jt per biji cheeeck !!
2022,minyak sedikit saja itu gimana siscaaaaaaa itu banyak loooo
2022,Ente ya kadang kadang ente ??
2022,@sekti_wahyu nangis di pojokan
2022,Mari kita coba bikin bakwan @____tuzzakiah @nurlaila_misnawati
2022,??
2022,@yantiipursstt01 sop buaya enak
2022,Bakwan lobster ?? @meisyaardn @ardyyaaa__ @andiadhil99 @trizamriadiii @rezazurain
2022,Bakwan pake emas.. Coba tengok tangan netizen pke emas ga ????
